site_no,site_id,pairname,lag0,lag1,lag2,lag3,lag4,lag5
6614800,551,joewright,-0.37961431978111126,-0.6570825373688891,-1.9543417853199994,-0.06453001080888804,1.1944844798299985,1.1961942419877793
7083000,369,malta,0.6683006211111112,-0.567778187533333,0.544095220422222,0.6438207625222222,0.23428149138888923,0.25962030014444476
8246500,431,conejos,3.2170967654725273,0.43710204632417726,1.7797547454120886,-0.04142353773186761,-4.945284659560439,-0.0630135210010989
9032100,838,fraser,1.7599225912945458,0.5448558834727278,2.6946950183936367,-4.2604828877618175,-0.3317451568999988,-2.2681474936445456
9034900,335,jonespass,-0.10084872465909119,-2.209664688997273,-0.14523146243272728,-0.9166383795663632,-1.000484869302727,-1.340054931234545
9066300,842,vail,1.1588297226733335,0.12040943670777794,0.21664242227888975,0.2879463708388889,0.8003795807211115,-0.43111075860777753
9073300,542,aspen,0.5734629910515154,-0.5648358720909091,-0.6297241363484845,0.1414169696515154,-0.24169295074545408,0.9233369296212122
9081600,618,crystalredstone,0.4784173294148352,0.4322401462934068,-0.07441805326758297,-3.512689108621978,-5.087925235399451,1.725333933467033
9107000,680,taylorriver,0.009357063467948594,-1.3223789644141024,-0.19161334884038536,0.047688237587179674,-1.3196623198858972,0.8438217369237181
9112200,380,crestedbutte,1.2286413032055552,-3.218952101697221,1.503627595004166,-1.6019827361611105,-1.0869160449097228,2.6977933754736108
9165000,586,dolores,2.1708730605536366,0.3285794119281821,-0.8888056447345459,1.173975566951818,-1.6555218810381822,3.6080225044036363
9238900,457,steamboat,2.0683096634159344,-3.487417715276923,3.257493862390109,-5.612993511473625,-2.2225571549065926,-1.3816852986423065
